P01_01_1, P01, P01_01, 00:00:02.629, 00:00:04.37, 00:00:06.17, 262, 370, turn on light, turn-on, 6, light, 114, ['light'], [114]
P27_105_54, P27, P27_105, 00:03:32.101, 00:03:31.11, 00:03:31.88, 10555, 10594, put down cutlery, put-down, 1, cutlery, 58, ['cutlery'], [58]
P27_105_55, P27, P27_105, 00:03:32.106, 00:03:31.98, 00:03:33.82, 10599, 10691, pick up bowl, pick-up, 0, bowl, 7, ['bowl'], [7]
P27_105_58, P27, P27_105, 00:03:40.352, 00:03:38.54, 00:03:47.21, 10927, 11360, rinse bowl, rinse, 2, bowl, 7, ['bowl'], [7]
P27_105_6, P27, P27_105, 00:00:27.601, 00:00:27.85, 00:00:28.38, 1392, 1419, pick up pot holder, pick-up, 0, holder:pot, 24, ['holder:pot'], [24]
P27_105_60, P27, P27_105, 00:03:48.859, 00:03:48.46, 00:03:53.30, 11423, 11665, wash bowl, wash, 2, bowl, 7, ['bowl'], [7]
P27_105_61, P27, P27_105, 00:04:02.857, 00:03:52.97, 00:04:03.83, 11648, 12191, wash bowl, wash, 2, bowl, 7, ['bowl'], [7]
P27_105_63, P27, P27_105, 00:04:05.357, 00:04:04.71, 00:04:09.84, 12235, 12492, rinse bowl, rinse, 2, bowl, 7, ['bowl'], [7]
P27_105_64, P27, P27_105, 00:04:09.859, 00:04:08.99, 00:04:20.85, 12449, 13042, rinse bowl, rinse, 2, bowl, 7, ['bowl'], [7]
P27_105_65, P27, P27_105, 00:04:21.106, 00:04:20.89, 00:04:22.46, 13044, 13122, put down bowl, put-down, 1, bowl, 7, ['bowl'], [7]
P27_105_69, P27, P27_105, 00:04:28.603, 00:04:26.17, 00:04:28.02, 13308, 13401, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P27_105_7, P27, P27_105, 00:00:38.850, 00:00:38.04, 00:00:40.02, 1902, 2001, put down pot holder, put-down, 1, holder:pot, 24, ['holder:pot'], [24]
P27_105_70, P27, P27_105, 00:04:29.102, 00:04:28.45, 00:04:30.07, 13422, 13503, wash knife, wash, 2, knife, 4, ['knife'], [4]
P27_105_71, P27, P27_105, 00:04:30.857, 00:04:30.27, 00:04:30.74, 13513, 13537, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P27_105_72, P27, P27_105, 00:04:31.359, 00:04:30.93, 00:04:31.35, 13546, 13567, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P27_105_73, P27, P27_105, 00:04:31.859, 00:04:31.42, 00:04:32.30, 13571, 13615, wash knife, wash, 2, knife, 4, ['knife'], [4]
P27_105_74, P27, P27_105, 00:04:32.859, 00:04:32.55, 00:04:32.99, 13627, 13649, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P27_105_75, P27, P27_105, 00:04:34.357, 00:04:33.20, 00:04:33.57, 13660, 13678, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P27_105_76, P27, P27_105, 00:04:34.857, 00:04:33.48, 00:04:36.27, 13674, 13813, wash spoon, wash, 2, spoon, 1, ['spoon'], [1]
P27_105_78, P27, P27_105, 00:04:37.609, 00:04:36.99, 00:04:39.95, 13849, 13997, rinse spoon, rinse, 2, spoon, 1, ['spoon'], [1]
P27_105_79, P27, P27_105, 00:04:40.110, 00:04:40.14, 00:04:40.89, 14007, 14044, put down spoon, put-down, 1, spoon, 1, ['spoon'], [1]
P27_105_8, P27, P27_105, 00:00:41.601, 00:00:40.12, 00:00:42.34, 2005, 2117, put down pot holder, put-down, 1, holder:pot, 24, ['holder:pot'], [24]
P27_105_80, P27, P27_105, 00:04:41.359, 00:04:41.37, 00:04:42.36, 14068, 14118, pick up knives, pick-up, 0, knife, 4, ['knife'], [4]
P27_105_81, P27, P27_105, 00:04:42.351, 00:04:42.46, 00:04:43.52, 14122, 14176, rinse knives, rinse, 2, knife, 4, ['knife'], [4]
P27_105_82, P27, P27_105, 00:04:44.101, 00:04:43.62, 00:04:44.73, 14181, 14236, put down knives, put-down, 1, knife, 4, ['knife'], [4]
P27_105_83, P27, P27_105, 00:04:45.351, 00:04:44.98, 00:04:45.56, 14249, 14278, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P27_105_86, P27, P27_105, 00:04:51.601, 00:04:50.88, 00:04:52.15, 14544, 14607, lift lever, lift, 33, lever, 191, ['lever'], [191]
P27_105_89, P27, P27_105, 00:04:55.602, 00:04:55.57, 00:04:56.45, 14778, 14822, pick up glass, pick-up, 0, glass, 10, ['glass'], [10]
P27_105_9, P27, P27_105, 00:00:46.652, 00:00:46.57, 00:00:48.28, 2328, 2414, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P27_105_90, P27, P27_105, 00:04:56.601, 00:04:56.40, 00:04:56.95, 14819, 14847, put down glass, put-down, 1, glass, 10, ['glass'], [10]
P27_105_92, P27, P27_105, 00:05:02.102, 00:05:02.14, 00:05:02.81, 15107, 15140, pick up glass, pick-up, 0, glass, 10, ['glass'], [10]
P27_105_94, P27, P27_105, 00:05:03.602, 00:05:03.46, 00:05:03.71, 15172, 15185, put down glass, put-down, 1, glass, 10, ['glass'], [10]
P28_01_10, P28, P28_01, 00:00:55.640, 00:00:51.71, 00:00:54.35, 3102, 3261, put down spatula and pan, put-down, 1, spatula, 20, ['spatula', 'pan'], [20, 5]
P28_01_18, P28, P28_01, 00:01:05.360, 00:01:04.26, 00:01:05.11, 3855, 3906, take fork, take, 0, fork, 14, ['fork'], [14]
P28_01_19, P28, P28_01, 00:01:07.400, 00:01:05.52, 00:01:06.56, 3931, 3993, put down fork, put-down, 1, fork, 14, ['fork'], [14]
P28_01_20, P28, P28_01, 00:01:08.200, 00:01:08.85, 00:01:10.05, 4131, 4203, take spatula and pan, take, 0, spatula, 20, ['spatula', 'pan'], [20, 5]
P28_01_23, P28, P28_01, 00:01:22.560, 00:01:26.48, 00:01:27.65, 5188, 5259, put down spatula and pan, put-down, 1, spatula, 20, ['spatula', 'pan'], [20, 5]
P28_01_27, P28, P28_01, 00:01:30.720, 00:01:40.53, 00:01:42.40, 6031, 6144, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_01_3, P28, P28_01, 00:00:15.320, 00:00:12.70, 00:00:14.57, 762, 874, take spatula and pan, take, 0, spatula, 20, ['spatula', 'pan'], [20, 5]
P28_01_33, P28, P28_01, 00:01:56.520, 00:01:57.00, 00:01:57.56, 7020, 7053, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_01_35, P28, P28_01, 00:02:01.640, 00:02:02.28, 00:02:03.50, 7336, 7410, turn on toaster, turn-on, 6, toaster, 186, ['toaster'], [186]
P28_01_37, P28, P28_01, 00:02:03.600, 00:02:06.23, 00:02:09.44, 7573, 7766, take plate, take, 0, plate, 2, ['plate'], [2]
P28_01_38, P28, P28_01, 00:02:14.160, 00:02:07.01, 00:02:09.68, 7620, 7780, take plate, take, 0, plate, 2, ['plate'], [2]
P28_01_39, P28, P28_01, 00:02:08.600, 00:02:10.78, 00:02:12.04, 7846, 7922, put down plate, put-down, 1, plate, 2, ['plate'], [2]
P28_01_40, P28, P28_01, 00:02:16.840, 00:02:11.04, 00:02:11.54, 7862, 7892, put down plate, put-down, 1, plate, 2, ['plate'], [2]
P28_01_41, P28, P28_01, 00:02:11.000, 00:02:12.89, 00:02:14.14, 7973, 8048, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_01_43, P28, P28_01, 00:02:24.000, 00:02:23.69, 00:02:25.12, 8621, 8707, put down plate, put-down, 1, plate, 2, ['plate'], [2]
P28_01_44, P28, P28_01, 00:02:25.240, 00:02:25.33, 00:02:27.47, 8719, 8848, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_01_52, P28, P28_01, 00:02:47.160, 00:02:48.03, 00:02:49.22, 10081, 10153, take knife, take, 0, knife, 4, ['knife'], [4]
P28_01_59, P28, P28_01, 00:03:17.800, 00:03:26.63, 00:03:27.83, 12397, 12469, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_01_64, P28, P28_01, 00:03:45.480, 00:03:42.84, 00:03:44.66, 13370, 13479, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_01_66, P28, P28_01, 00:03:59.600, 00:03:47.17, 00:03:48.69, 13630, 13721, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_01_69, P28, P28_01, 00:04:05.040, 00:04:03.44, 00:04:04.50, 14606, 14670, take knife, take, 0, knife, 4, ['knife'], [4]
P28_01_70, P28, P28_01, 00:04:06.280, 00:04:05.17, 00:04:06.44, 14710, 14786, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_01_71, P28, P28_01, 00:04:09.240, 00:04:08.09, 00:04:08.86, 14885, 14931, take spatula and pan, take, 0, spatula, 20, ['spatula', 'pan'], [20, 5]
P28_01_72, P28, P28_01, 00:04:09.560, 00:04:10.17, 00:04:13.42, 15010, 15205, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_01_73, P28, P28_01, 00:04:11.320, 00:04:14.17, 00:04:18.98, 15250, 15538, rinse spatula, rinse, 2, spatula, 20, ['spatula'], [20]
P28_01_74, P28, P28_01, 00:04:19.320, 00:04:19.01, 00:04:19.83, 15540, 15589, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P28_01_75, P28, P28_01, 00:04:20.400, 00:04:19.85, 00:04:20.68, 15591, 15640, take pan, take, 0, pan, 5, ['pan'], [5]
P28_01_76, P28, P28_01, 00:04:21.960, 00:04:20.78, 00:04:30.10, 15646, 16206, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P28_01_77, P28, P28_01, 00:04:23.000, 00:04:29.96, 00:04:32.71, 16197, 16362, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_01_78, P28, P28_01, 00:04:36.200, 00:04:35.96, 00:04:37.76, 16557, 16665, put down pan, put-down, 1, pan, 5, ['pan'], [5]
P28_01_82, P28, P28_01, 00:05:01.360, 00:05:03.74, 00:05:05.79, 18224, 18347, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_01_86, P28, P28_01, 00:05:18.560, 00:05:21.58, 00:05:22.27, 19294, 19336, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_10, P28, P28_02, 00:00:15.960, 00:00:18.44, 00:00:19.26, 1106, 1155, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_100, P28, P28_02, 00:05:06.240, 00:04:46.66, 00:04:54.32, 17199, 17659, wash dish, wash, 2, dish, 2, ['dish'], [2]
P28_02_101, P28, P28_02, , 00:04:55.57, 00:05:04.07, 17734, 18244, continue washing dish, wash, 2, dish, 2, ['dish'], [2]
P28_02_102, P28, P28_02, 00:05:11.280, 00:05:04.86, 00:05:05.93, 18291, 18355, put down dish, put-down, 1, dish, 2, ['dish'], [2]
P28_02_103, P28, P28_02, 00:05:16.280, 00:05:05.74, 00:05:06.24, 18344, 18374, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_104, P28, P28_02, 00:05:06.560, 00:05:06.34, 00:05:12.41, 18380, 18744, wash dish, wash, 2, dish, 2, ['dish'], [2]
P28_02_105, P28, P28_02, , 00:05:12.51, 00:05:14.10, 18750, 18846, put down dish, put-down, 1, dish, 2, ['dish'], [2]
P28_02_107, P28, P28_02, 00:05:15.360, 00:05:14.82, 00:05:16.01, 18889, 18960, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_108, P28, P28_02, 00:05:43.360, 00:05:16.39, 00:05:16.94, 18983, 19016, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_109, P28, P28_02, 00:05:17.480, 00:05:16.94, 00:05:29.81, 19016, 19788, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_02_11, P28, P28_02, 00:00:20.960, 00:00:18.46, 00:00:21.01, 1107, 1260, take cutlery, take, 0, cutlery, 58, ['cutlery'], [58]
P28_02_113, P28, P28_02, 00:05:39.080, 00:05:37.95, 00:05:41.38, 20277, 20482, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_02_114, P28, P28_02, 00:05:46.000, 00:05:42.64, 00:05:43.70, 20558, 20622, put dish in drainer, put-in, 5, dish, 2, ['dish', 'drainer'], [2, 110]
P28_02_115, P28, P28_02, , 00:05:44.11, 00:05:45.43, 20646, 20725, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_116, P28, P28_02, 00:05:44.480, 00:05:45.62, 00:05:53.53, 20737, 21211, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_02_117, P28, P28_02, 00:05:45.000, 00:05:53.83, 00:05:54.58, 21229, 21274, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_118, P28, P28_02, 00:05:39.560, 00:05:54.93, 00:05:57.14, 21295, 21428, put dish in drainer, put-in, 5, dish, 2, ['dish', 'drainer'], [2, 110]
P28_02_119, P28, P28_02, 00:06:07.040, 00:05:59.11, 00:06:01.25, 21546, 21675, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_12, P28, P28_02, 00:00:15.800, 00:00:19.95, 00:00:21.00, 1197, 1260, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_120, P28, P28_02, 00:05:53.920, 00:06:01.45, 00:06:02.63, 21687, 21757, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P28_02_122, P28, P28_02, 00:05:57.200, 00:06:04.90, 00:06:13.12, 21894, 22387, wash pan, wash, 2, pan, 5, ['pan'], [5]
P28_02_123, P28, P28_02, 00:06:02.320, 00:06:13.22, 00:06:24.18, 22393, 23050, continue washing pan, wash, 2, pan, 5, ['pan'], [5]
P28_02_124, P28, P28_02, 00:06:40.520, 00:06:24.58, 00:06:26.31, 23074, 23178, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_127, P28, P28_02, 00:06:27.520, 00:06:29.41, 00:06:33.33, 23364, 23599, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P28_02_128, P28, P28_02, 00:06:30.160, 00:06:33.90, 00:06:35.01, 23634, 23700, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_129, P28, P28_02, 00:06:44.480, 00:06:34.31, 00:06:50.19, 23658, 24611, wash pan, wash, 2, pan, 5, ['pan'], [5]
P28_02_132, P28, P28_02, 00:06:32.960, 00:06:37.23, 00:06:37.89, 23833, 23873, put pan in drainer, put-in, 5, pan, 5, ['pan', 'drainer'], [5, 110]
P28_02_134, P28, P28_02, 00:07:15.200, 00:06:40.46, 00:06:43.32, 24027, 24199, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_136, P28, P28_02, 00:06:43.040, 00:06:43.15, 00:06:43.74, 24189, 24224, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_137, P28, P28_02, 00:06:47.720, 00:06:47.99, 00:07:06.59, 24479, 25595, continue washing pan, wash, 2, pan, 5, ['pan'], [5]
P28_02_138, P28, P28_02, 00:06:57.080, 00:06:53.86, 00:07:08.18, 24831, 25690, continue washing pan, wash, 2, pan, 5, ['pan'], [5]
P28_02_140, P28, P28_02, 00:07:56.440, 00:07:15.21, 00:07:15.91, 26112, 26154, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_141, P28, P28_02, 00:07:16.760, 00:07:15.84, 00:07:29.19, 26150, 26951, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P28_02_142, P28, P28_02, 00:07:19.000, 00:07:29.29, 00:07:33.29, 26957, 27197, continue rinsing pan, rinse, 2, pan, 5, ['pan'], [5]
P28_02_143, P28, P28_02, 00:07:35.840, 00:07:34.17, 00:07:34.95, 27250, 27297, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_144, P28, P28_02, 00:07:39.280, 00:07:34.74, 00:07:39.74, 27284, 27584, put pan in drainer, put-in, 5, pan, 5, ['pan', 'drainer'], [5, 110]
P28_02_15, P28, P28_02, , 00:00:24.89, 00:00:25.72, 1493, 1543, put dishes in cupboard, put-in, 5, dish, 2, ['dish', 'cupboard'], [2, 3]
P28_02_150, P28, P28_02, 00:05:46.240, 00:07:58.77, 00:08:00.19, 28726, 28811, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_16, P28, P28_02, 00:00:25.960, 00:00:24.99, 00:00:26.83, 1499, 1609, put cutlery in drawer, put-in, 5, cutlery, 58, ['cutlery', 'drawer'], [58, 8]
P28_02_19, P28, P28_02, , 00:00:30.82, 00:00:33.35, 1849, 2001, take cup, take, 0, cup, 13, ['cup'], [13]
P28_02_22, P28, P28_02, 00:00:47.160, 00:00:37.29, 00:00:40.03, 2237, 2401, put cutlery in drawer, put-in, 5, cutlery, 58, ['cutlery', 'drawer'], [58, 8]
P28_02_23, P28, P28_02, , 00:00:37.49, 00:00:40.18, 2249, 2410, put mugs in drawer, put-in, 5, mug, 13, ['mug', 'drawer'], [13, 8]
P28_02_25, P28, P28_02, , 00:00:43.18, 00:00:44.85, 2590, 2691, take coffee pot, take, 0, pot:coffee, 50, ['pot:coffee'], [50]
P28_02_26, P28, P28_02, 00:00:52.200, 00:01:11.66, 00:01:12.27, 4299, 4336, take spatula, take, 0, spatula, 20, ['spatula'], [20]
P28_02_27, P28, P28_02, 00:00:58.120, 00:01:12.63, 00:01:13.40, 4357, 4404, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P28_02_32, P28, P28_02, 00:01:16.320, 00:01:18.67, 00:01:20.13, 4720, 4807, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_34, P28, P28_02, 00:01:21.560, 00:01:21.77, 00:01:22.84, 4906, 4970, take knife, take, 0, knife, 4, ['knife'], [4]
P28_02_35, P28, P28_02, 00:01:23.160, 00:01:23.18, 00:01:24.24, 4990, 5054, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_36, P28, P28_02, 00:01:25.280, 00:01:23.18, 00:01:26.76, 4990, 5205, rinse knife, rinse, 2, knife, 4, ['knife'], [4]
P28_02_37, P28, P28_02, 00:01:25.760, 00:01:26.60, 00:01:27.71, 5196, 5262, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_38, P28, P28_02, 00:01:28.240, 00:01:28.08, 00:01:36.90, 5284, 5814, wash knife, wash, 2, knife, 4, ['knife'], [4]
P28_02_39, P28, P28_02, 00:01:38.920, 00:01:33.51, 00:01:41.51, 5610, 6090, continue washing knife, wash, 2, knife, 4, ['knife'], [4]
P28_02_40, P28, P28_02, 00:01:45.000, 00:01:42.21, 00:01:43.19, 6132, 6191, take spatula, take, 0, spatula, 20, ['spatula'], [20]
P28_02_41, P28, P28_02, 00:01:46.680, 00:01:44.04, 00:01:45.34, 6242, 6320, wash spatula, wash, 2, spatula, 20, ['spatula'], [20]
P28_02_42, P28, P28_02, 00:01:55.640, 00:01:45.44, 00:01:47.30, 6326, 6438, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_02_43, P28, P28_02, 00:01:56.680, 00:01:53.92, 00:01:55.82, 6835, 6949, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P28_02_44, P28, P28_02, 00:01:58.000, 00:01:54.92, 00:01:56.67, 6895, 7000, take knife, take, 0, knife, 4, ['knife'], [4]
P28_02_45, P28, P28_02, 00:01:58.280, 00:01:57.49, 00:02:00.26, 7049, 7215, wash knife, wash, 2, knife, 4, ['knife'], [4]
P28_02_46, P28, P28_02, 00:02:01.880, 00:01:59.91, 00:02:01.68, 7194, 7300, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_02_47, P28, P28_02, 00:02:02.720, 00:02:02.10, 00:02:02.95, 7326, 7377, take fork, take, 0, fork, 14, ['fork'], [14]
P28_02_49, P28, P28_02, 00:02:05.480, 00:02:03.85, 00:02:10.72, 7431, 7843, wash fork, wash, 2, fork, 14, ['fork'], [14]
P28_02_50, P28, P28_02, 00:02:10.880, 00:02:10.82, 00:02:11.41, 7849, 7884, put down fork, put-down, 1, fork, 14, ['fork'], [14]
P28_02_51, P28, P28_02, 00:02:11.720, 00:02:11.51, 00:02:12.58, 7890, 7954, take cutlery, take, 0, cutlery, 58, ['cutlery'], [58]
P28_02_52, P28, P28_02, 00:02:13.800, 00:02:13.39, 00:02:14.53, 8003, 8071, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_53, P28, P28_02, 00:02:15.080, 00:02:14.74, 00:02:24.21, 8084, 8652, rinse cutlery, rinse, 2, cutlery, 58, ['cutlery'], [58]
P28_02_54, P28, P28_02, 00:02:17.320, 00:02:24.43, 00:02:25.34, 8665, 8720, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_55, P28, P28_02, 00:02:26.560, 00:02:25.28, 00:02:27.85, 8716, 8871, put cutlery in drainer, put-in, 5, cutlery, 58, ['cutlery', 'drainer'], [58, 110]
P28_02_6, P28, P28_02, 00:00:18.880, 00:00:14.57, 00:00:15.89, 874, 953, put coffee pot in cupboard, put-in, 5, pot:coffee, 50, ['pot:coffee', 'cupboard'], [50, 3]
P28_02_65, P28, P28_02, 00:03:01.920, 00:02:56.72, 00:02:58.27, 10603, 10696, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_68, P28, P28_02, 00:03:17.000, 00:03:13.03, 00:03:14.37, 11581, 11662, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_75, P28, P28_02, 00:03:30.360, 00:03:22.94, 00:03:24.86, 12176, 12291, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_77, P28, P28_02, 00:03:33.920, 00:03:25.77, 00:03:27.00, 12346, 12420, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_02_78, P28, P28_02, 00:03:38.640, 00:03:27.10, 00:03:33.38, 12426, 12802, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_02_79, P28, P28_02, 00:03:44.320, 00:03:32.48, 00:03:33.54, 12748, 12812, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_80, P28, P28_02, 00:03:55.960, 00:03:34.46, 00:03:45.25, 12867, 13515, wash chopping board, wash, 2, board:chopping, 18, ['board:chopping'], [18]
P28_02_81, P28, P28_02, 00:03:57.720, 00:03:45.35, 00:03:53.29, 13521, 13997, continue washing chopping board, wash, 2, board:chopping, 18, ['board:chopping'], [18]
P28_02_83, P28, P28_02, 00:04:11.240, 00:03:55.68, 00:03:56.65, 14140, 14199, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_84, P28, P28_02, 00:04:16.560, 00:03:56.65, 00:04:07.56, 14199, 14853, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_02_85, P28, P28_02, 00:04:19.360, 00:04:07.16, 00:04:08.56, 14829, 14913, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_86, P28, P28_02, 00:04:20.560, 00:04:10.00, 00:04:13.30, 15000, 15198, put chopping board in drainer, put-in, 5, board:chopping, 18, ['board:chopping', 'drainer'], [18, 110]
P28_02_87, P28, P28_02, 00:04:30.360, 00:04:14.80, 00:04:16.54, 15288, 15392, take dishes, take, 0, dish, 2, ['dish'], [2]
P28_02_88, P28, P28_02, 00:04:31.200, 00:04:16.64, 00:04:17.89, 15398, 15473, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_02_89, P28, P28_02, 00:04:37.760, 00:04:17.88, 00:04:18.96, 15472, 15537, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_90, P28, P28_02, 00:04:38.160, 00:04:19.06, 00:04:27.26, 15543, 16035, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_02_91, P28, P28_02, 00:04:39.440, 00:04:27.29, 00:04:29.11, 16037, 16146, take dish, take, 0, dish, 2, ['dish'], [2]
P28_02_92, P28, P28_02, 00:04:43.000, 00:04:29.55, 00:04:36.14, 16173, 16568, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_02_93, P28, P28_02, 00:04:44.360, 00:04:36.15, 00:04:36.99, 16569, 16619, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_02_94, P28, P28_02, 00:04:45.760, 00:04:37.65, 00:04:38.39, 16659, 16703, put down dish, put-down, 1, dish, 2, ['dish'], [2]
P28_02_98, P28, P28_02, 00:05:05.640, 00:04:43.75, 00:04:44.91, 17025, 17094, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_101, P28, P28_03, 00:10:36.760, 00:07:32.53, 00:07:33.23, 27151, 27193, take peeler, take, 0, peeler, 87, ['peeler'], [87]
P28_03_107, P28, P28_03, 00:07:57.520, 00:07:53.40, 00:07:54.41, 28404, 28464, put down peeler, put-down, 1, peeler, 87, ['peeler'], [87]
P28_03_108, P28, P28_03, 00:10:34.000, 00:07:54.50, 00:07:55.50, 28470, 28530, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_110, P28, P28_03, 00:08:04.720, 00:07:58.29, 00:08:01.16, 28697, 28869, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_120, P28, P28_03, 00:09:21.880, 00:09:18.57, 00:09:19.30, 33514, 33558, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_122, P28, P28_03, 00:11:09.000, 00:09:21.84, 00:09:22.89, 33710, 33773, take peeler, take, 0, peeler, 87, ['peeler'], [87]
P28_03_127, P28, P28_03, 00:10:55.160, 00:10:27.14, 00:10:28.00, 37628, 37680, put down peeler, put-down, 1, peeler, 87, ['peeler'], [87]
P28_03_128, P28, P28_03, 00:12:17.040, 00:10:27.55, 00:10:29.80, 37653, 37788, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_129, P28, P28_03, , 00:10:28.05, 00:10:29.13, 37683, 37747, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_132, P28, P28_03, 00:10:35.680, 00:10:36.34, 00:10:37.12, 38180, 38227, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_136, P28, P28_03, , 00:10:47.03, 00:10:47.53, 38821, 38851, take peeler, take, 0, peeler, 87, ['peeler'], [87]
P28_03_137, P28, P28_03, , 00:10:47.03, 00:10:47.90, 38821, 38874, take peeler, take, 0, peeler, 87, ['peeler'], [87]
P28_03_14, P28, P28_03, 00:00:49.360, 00:00:49.06, 00:00:50.70, 2943, 3042, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_03_148, P28, P28_03, 00:12:16.400, 00:12:08.82, 00:12:10.20, 43729, 43812, put down peeler, put-down, 1, peeler, 87, ['peeler'], [87]
P28_03_149, P28, P28_03, , 00:12:10.53, 00:12:11.32, 43831, 43879, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_16, P28, P28_03, 00:00:55.720, 00:00:53.16, 00:00:53.77, 3189, 3226, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_03_20, P28, P28_03, 00:01:07.280, 00:00:57.30, 00:00:59.17, 3438, 3550, take knife, take, 0, knife, 4, ['knife'], [4]
P28_03_21, P28, P28_03, 00:01:08.320, 00:00:59.61, 00:01:00.51, 3576, 3630, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_03_22, P28, P28_03, 00:01:08.800, 00:01:02.47, 00:01:04.39, 3748, 3863, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_03_31, P28, P28_03, 00:01:49.160, 00:01:37.96, 00:01:40.34, 5877, 6020, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_03_34, P28, P28_03, 00:02:03.080, 00:01:53.00, 00:01:55.17, 6780, 6910, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_03_40, P28, P28_03, 00:02:40.000, 00:02:02.03, 00:02:03.05, 7321, 7383, take scissors, take, 0, scissors, 79, ['scissors'], [79]
